Time,S,E,I,R
0.0,900.0,100.0,0.0,0.0
0.11076529794874211,900.0,99.0,1.0,0.0
0.1612661182623436,900.0,98.0,2.0,0.0
0.26663312433784286,900.0,97.0,3.0,0.0
0.31165424278753384,900.0,96.0,4.0,0.0
0.4581634395377565,900.0,95.0,5.0,0.0
0.5690792246029119,900.0,94.0,6.0,0.0
0.5706479847181112,899.0,95.0,6.0,0.0
0.6255202196681969,899.0,94.0,7.0,0.0
0.6298156789147814,899.0,93.0,8.0,0.0
0.6317575407769054,899.0,92.0,9.0,0.0
0.6341877296271774,899.0,91.0,10.0,0.0
0.6649463707222291,899.0,90.0,11.0,0.0
0.7046103930959208,899.0,89.0,12.0,0.0
0.710995667612439,899.0,88.0,13.0,0.0
0.7129581379279182,899.0,87.0,14.0,0.0
0.7312313068397237,899.0,86.0,15.0,0.0
0.791972243697878,899.0,85.0,16.0,0.0
0.8310729039860792,899.0,85.0,15.0,0.0
0.8589080238014979,899.0,84.0,16.0,0.0
0.9077133953859263,898.0,85.0,16.0,0.0
0.9349167922770838,897.0,86.0,16.0,0.0
0.9402330770447274,897.0,85.0,17.0,0.0
0.9460719584998278,897.0,84.0,18.0,0.0
1.0992938149463112,897.0,83.0,19.0,0.0
1.1841133650111884,897.0,82.0,20.0,0.0
1.22460760486857,896.0,83.0,20.0,0.0
1.2460520719226407,896.0,82.0,21.0,0.0
1.2508433202679912,896.0,81.0,22.0,0.0
1.2596279348276966,896.0,80.0,23.0,0.0
1.2783855557988304,895.0,81.0,23.0,0.0
1.2838935911495302,894.0,82.0,23.0,0.0
1.292739503490987,893.0,83.0,23.0,0.0
1.4124766629423229,892.0,84.0,23.0,0.0
1.4246507581603074,892.0,83.0,24.0,0.0
1.4274339755262075,892.0,82.0,25.0,0.0
1.4276141691442061,892.0,81.0,26.0,0.0
1.5519072987875424,892.0,80.0,27.0,0.0
1.5599012823023952,892.0,80.0,26.0,0.0
1.56793721827798,892.0,79.0,27.0,0.0
1.618857151401631,892.0,78.0,28.0,0.0
1.6402164701075723,891.0,79.0,28.0,0.0
1.6701123077346829,891.0,78.0,29.0,0.0
1.7116053047988564,891.0,77.0,30.0,0.0
1.7119554385208602,891.0,76.0,31.0,0.0
1.7601570738200212,891.0,75.0,32.0,0.0
1.767574019223522,891.0,74.0,33.0,0.0
1.7751605944023892,891.0,74.0,32.0,0.0
1.7826258558845236,891.0,73.0,33.0,0.0
1.7833478610198579,890.0,74.0,33.0,0.0
1.810767079597555,889.0,75.0,33.0,0.0
1.8230123100870277,889.0,75.0,32.0,0.0
1.9029594099404676,889.0,74.0,33.0,0.0
1.9226206366371887,888.0,75.0,33.0,0.0
1.9560785540484715,888.0,74.0,34.0,0.0
2.0269109112401105,888.0,73.0,35.0,0.0
2.0657809445954376,887.0,74.0,35.0,0.0
2.1190795989033564,887.0,74.0,34.0,0.0
2.1820853579106205,886.0,75.0,34.0,0.0
2.2001827030293835,886.0,75.0,33.0,0.0
2.2128329232496515,886.0,74.0,34.0,0.0
2.221690968205712,886.0,74.0,33.0,0.0
2.2554323796887696,886.0,73.0,34.0,0.0
2.2658738586937277,885.0,74.0,34.0,0.0
2.274219799578769,884.0,75.0,34.0,0.0
2.29553453588528,884.0,74.0,35.0,0.0
2.3143548849505935,883.0,75.0,35.0,0.0
2.417666184192269,882.0,76.0,35.0,0.0
2.4754141553439544,881.0,77.0,35.0,0.0
2.481279085951795,881.0,77.0,34.0,0.0
2.511456584582117,881.0,76.0,35.0,0.0
2.5226343917454033,881.0,75.0,36.0,0.0
2.568722483371919,881.0,74.0,37.0,0.0
2.6119711442690616,880.0,75.0,37.0,0.0
2.6521574138518385,879.0,76.0,37.0,0.0
2.6829184001858692,878.0,77.0,37.0,0.0
2.70490972832103,878.0,76.0,38.0,0.0
2.775819891193972,878.0,75.0,39.0,0.0
2.853371619248158,878.0,74.0,40.0,0.0
2.880695610195728,877.0,75.0,40.0,0.0
2.8976255672972613,877.0,74.0,41.0,0.0
2.9346693550622898,876.0,75.0,41.0,0.0
2.9828255652277345,876.0,74.0,42.0,0.0
2.983621304577408,876.0,73.0,43.0,0.0
2.988566931655507,875.0,74.0,43.0,0.0
3.0098597819332755,874.0,75.0,43.0,0.0
3.0566188219681543,874.0,75.0,42.0,0.0
3.1019340594447695,874.0,74.0,43.0,0.0
3.1138409039441886,873.0,75.0,43.0,0.0
3.1536197586625674,873.0,75.0,42.0,0.0
3.169531895917293,873.0,74.0,43.0,0.0
3.200516821874461,873.0,73.0,44.0,0.0
3.2016443416158884,872.0,74.0,44.0,0.0
3.2249642803909606,871.0,75.0,44.0,0.0
3.25470128969881,871.0,74.0,45.0,0.0
3.2691672068147217,870.0,75.0,45.0,0.0
3.2868291709790785,869.0,76.0,45.0,0.0
3.3967338889780985,868.0,77.0,45.0,0.0
3.4254772180298043,868.0,77.0,44.0,0.0
3.4367480998003237,868.0,76.0,45.0,0.0
3.4890080555481555,868.0,75.0,46.0,0.0
3.5217429812482846,868.0,74.0,47.0,0.0
3.52746576378404,867.0,75.0,47.0,0.0
3.546704429634898,867.0,74.0,48.0,0.0
3.5553112768755457,867.0,73.0,49.0,0.0
3.5924857659332177,867.0,72.0,50.0,0.0
3.6146505481033264,867.0,71.0,51.0,0.0
3.632950612168726,866.0,72.0,51.0,0.0
3.655411740546507,865.0,73.0,51.0,0.0
3.6981258198136184,865.0,73.0,50.0,0.0
3.725266904293977,864.0,74.0,50.0,0.0
3.7710659747317323,863.0,75.0,50.0,0.0
3.821852464745799,863.0,75.0,49.0,0.0
3.8264619438719523,863.0,75.0,48.0,0.0
3.864299789585189,862.0,76.0,48.0,0.0
3.885054771673309,861.0,77.0,48.0,0.0
3.9053327963632696,861.0,76.0,49.0,0.0
3.953700355100512,861.0,76.0,48.0,0.0
4.067640121339032,860.0,77.0,48.0,0.0
4.086958044476229,860.0,77.0,47.0,0.0
4.10914059135232,859.0,78.0,47.0,0.0
4.113555138562685,858.0,79.0,47.0,0.0
4.115304916342459,857.0,80.0,47.0,0.0
4.116309723062633,856.0,81.0,47.0,0.0
4.138675872957534,856.0,80.0,48.0,0.0
4.138720089669042,856.0,80.0,47.0,0.0
4.147697644897636,856.0,79.0,48.0,0.0
4.164077756417468,856.0,79.0,47.0,0.0
4.171938431212118,856.0,78.0,48.0,0.0
4.184092302792616,856.0,77.0,49.0,0.0
4.197347560444399,856.0,76.0,50.0,0.0
4.2003845092286065,855.0,77.0,50.0,0.0
4.214126040866122,855.0,76.0,51.0,0.0
4.228457835375044,854.0,77.0,51.0,0.0
4.285702969142536,853.0,78.0,51.0,0.0
4.294257691998679,852.0,79.0,51.0,0.0
4.364225965713064,851.0,80.0,51.0,0.0
4.368858407271305,851.0,80.0,50.0,0.0
4.399738139021814,851.0,79.0,51.0,0.0
4.446345415733903,850.0,80.0,51.0,0.0
4.458011837100929,849.0,81.0,51.0,0.0
4.4635158981741645,848.0,82.0,51.0,0.0
4.522654995793754,848.0,82.0,50.0,0.0
4.608120958537978,848.0,81.0,51.0,0.0
4.64226539601413,847.0,82.0,51.0,0.0
4.649178267933997,847.0,81.0,52.0,0.0
4.70472611309426,846.0,82.0,52.0,0.0
4.762786449336456,845.0,83.0,52.0,0.0
4.7780837365955104,845.0,82.0,53.0,0.0
4.7887859439028855,845.0,81.0,54.0,0.0
4.789940635715146,845.0,81.0,53.0,0.0
4.795081340412665,844.0,82.0,53.0,0.0
4.876228583266042,843.0,83.0,53.0,0.0
4.919315309294846,843.0,82.0,54.0,0.0
4.920620903951829,842.0,83.0,54.0,0.0
4.923806688873117,842.0,82.0,55.0,0.0
5.008704640954924,842.0,81.0,56.0,0.0
5.022984998098444,842.0,80.0,57.0,0.0
5.0606595525555695,841.0,81.0,57.0,0.0
5.085290057474805,841.0,80.0,58.0,0.0
5.12295758235714,841.0,80.0,57.0,0.0
5.14483387226141,841.0,79.0,58.0,0.0
5.238898926862464,841.0,78.0,59.0,0.0
5.293066243807584,840.0,79.0,59.0,0.0
5.3080467191040155,840.0,79.0,58.0,0.0
5.31813512269141,839.0,80.0,58.0,0.0
5.331914399236338,838.0,81.0,58.0,0.0
5.367381905056956,838.0,80.0,59.0,0.0
5.369477938762475,837.0,81.0,59.0,0.0
5.374760762474716,836.0,82.0,59.0,0.0
5.383416951365692,836.0,81.0,60.0,0.0
5.399975672746363,836.0,80.0,61.0,0.0
5.41817531287767,835.0,81.0,61.0,0.0
5.423972583737763,835.0,80.0,62.0,0.0
5.4388750966048836,835.0,80.0,61.0,0.0
5.525374090638099,835.0,79.0,62.0,0.0
5.543845403682695,835.0,78.0,63.0,0.0
5.604757098114483,834.0,79.0,63.0,0.0
5.628520763769708,834.0,79.0,62.0,0.0
5.684263999121283,834.0,79.0,61.0,0.0
5.691775106601471,834.0,78.0,62.0,0.0
5.711476634414138,834.0,77.0,63.0,0.0
5.7940960172747005,834.0,76.0,64.0,0.0
5.869919812999001,833.0,77.0,64.0,0.0
5.931374801471034,832.0,78.0,64.0,0.0
5.947356389794981,831.0,79.0,64.0,0.0
5.969472547999426,831.0,79.0,63.0,0.0
5.97228193173971,830.0,80.0,63.0,0.0
6.018457601779128,830.0,80.0,62.0,0.0
6.080741653105665,829.0,81.0,62.0,0.0
6.0866835504229355,829.0,80.0,63.0,0.0
6.099025198394994,829.0,79.0,64.0,0.0
6.11778850343959,829.0,78.0,65.0,0.0
6.128253648495805,828.0,79.0,65.0,0.0
6.136361675246915,828.0,78.0,66.0,0.0
6.139679928241527,828.0,77.0,67.0,0.0
6.172995392667261,827.0,78.0,67.0,0.0
6.195955368199159,826.0,79.0,67.0,0.0
6.197062109311178,826.0,78.0,68.0,0.0
6.207470453485731,826.0,78.0,67.0,0.0
6.2109919346446185,826.0,77.0,68.0,0.0
6.212271440322175,826.0,77.0,67.0,0.0
6.218189873891369,825.0,78.0,67.0,0.0
6.220596537001022,824.0,79.0,67.0,0.0
6.230107170921709,824.0,78.0,68.0,0.0
6.253819554217361,824.0,77.0,69.0,0.0
6.3422769318056025,824.0,77.0,68.0,0.0
6.34815152272783,824.0,77.0,67.0,0.0
6.3505645450146435,824.0,76.0,68.0,0.0
6.369985243746799,823.0,77.0,68.0,0.0
6.4595399921117735,822.0,78.0,68.0,0.0
6.470767794962704,822.0,78.0,67.0,0.0
6.528121181874555,822.0,77.0,68.0,0.0
6.537836875429045,822.0,76.0,69.0,0.0
6.560245618978046,821.0,77.0,69.0,0.0
6.593317830429113,820.0,78.0,69.0,0.0
6.6046528870963845,820.0,77.0,70.0,0.0
6.64065615399883,820.0,77.0,69.0,0.0
6.665725897074705,819.0,78.0,69.0,0.0
6.681187632623329,819.0,77.0,70.0,0.0
6.682747174297699,818.0,78.0,70.0,0.0
6.696074588099603,817.0,79.0,70.0,0.0
6.788391918078114,816.0,80.0,70.0,0.0
6.803199582952494,815.0,81.0,70.0,0.0
6.815225269501836,815.0,80.0,71.0,0.0
6.845996695353755,815.0,79.0,72.0,0.0
6.860075853295226,814.0,80.0,72.0,0.0
6.890533495986139,814.0,80.0,71.0,0.0
6.923472997518064,813.0,81.0,71.0,0.0
6.9359079543044135,813.0,81.0,70.0,0.0
6.984360082719883,812.0,82.0,70.0,0.0
7.043919183278179,811.0,83.0,70.0,0.0
7.054319979502146,810.0,84.0,70.0,0.0
7.055001351022612,809.0,85.0,70.0,0.0
7.0571715768409655,808.0,86.0,70.0,0.0
7.061576008339738,808.0,86.0,69.0,0.0
7.08304483468814,808.0,85.0,70.0,0.0
7.100463329779233,808.0,84.0,71.0,0.0
7.14128801282413,808.0,83.0,72.0,0.0
7.16163461052239,808.0,83.0,71.0,0.0
7.189765659632722,808.0,82.0,72.0,0.0
7.2138372454495245,807.0,83.0,72.0,0.0
7.244797222958505,806.0,84.0,72.0,0.0
7.250754848742989,805.0,85.0,72.0,0.0
7.327184992421682,804.0,86.0,72.0,0.0
7.363877333894924,804.0,85.0,73.0,0.0
7.366620645759781,804.0,85.0,72.0,0.0
7.391220740585849,804.0,84.0,73.0,0.0
7.396387171232738,804.0,83.0,74.0,0.0
7.42924494433134,803.0,84.0,74.0,0.0
7.456406176478881,803.0,84.0,73.0,0.0
7.463311014774674,803.0,84.0,72.0,0.0
7.465260447430087,803.0,83.0,73.0,0.0
7.49212280467737,802.0,84.0,73.0,0.0
7.49238444742535,802.0,83.0,74.0,0.0
7.526455404979279,802.0,82.0,75.0,0.0
7.584461296619517,801.0,83.0,75.0,0.0
7.6773890986964854,801.0,83.0,74.0,0.0
7.722220585525557,800.0,84.0,74.0,0.0
7.784358885453253,800.0,84.0,73.0,0.0
7.891235165804598,799.0,85.0,73.0,0.0
7.904697329186898,798.0,86.0,73.0,0.0
7.934936415134551,798.0,86.0,72.0,0.0
7.947564615584417,798.0,86.0,71.0,0.0
7.953868883462639,797.0,87.0,71.0,0.0
7.967783886516229,796.0,88.0,71.0,0.0
7.972662364654248,796.0,88.0,70.0,0.0
7.978130655040116,796.0,88.0,69.0,0.0
7.983549596663956,795.0,89.0,69.0,0.0
7.984630629231639,794.0,90.0,69.0,0.0
8.053183746569289,794.0,90.0,68.0,0.0
8.097340611619721,794.0,89.0,69.0,0.0
8.10971383935305,793.0,90.0,69.0,0.0
8.111725594867359,793.0,90.0,68.0,0.0
8.118940299180345,792.0,91.0,68.0,0.0
8.129295644874768,791.0,92.0,68.0,0.0
8.141473316477274,790.0,93.0,68.0,0.0
8.156861030587875,789.0,94.0,68.0,0.0
8.175442710407538,788.0,95.0,68.0,0.0
8.17571802143235,787.0,96.0,68.0,0.0
8.192690861349856,787.0,95.0,69.0,0.0
8.216822210757392,787.0,94.0,70.0,0.0
8.220044821579913,786.0,95.0,70.0,0.0
8.227848336843111,785.0,96.0,70.0,0.0
8.239069436639433,785.0,95.0,71.0,0.0
8.256908429613242,785.0,95.0,70.0,0.0
8.29391740984549,785.0,95.0,69.0,0.0
8.296650032245733,785.0,94.0,70.0,0.0
8.32512968482132,785.0,93.0,71.0,0.0
8.343379305214505,785.0,93.0,70.0,0.0
8.350338410885339,785.0,93.0,69.0,0.0
8.356591716184434,785.0,92.0,70.0,0.0
8.365495319932624,784.0,93.0,70.0,0.0
8.386003891749828,783.0,94.0,70.0,0.0
8.38764295156886,783.0,93.0,71.0,0.0
8.45255286807,782.0,94.0,71.0,0.0
8.463181513501933,781.0,95.0,71.0,0.0
8.472439275619697,781.0,94.0,72.0,0.0
8.554215828842029,781.0,93.0,73.0,0.0
8.56153249338253,781.0,93.0,72.0,0.0
8.567996776392492,780.0,94.0,72.0,0.0
8.574061108538837,780.0,93.0,73.0,0.0
8.580206483525242,780.0,93.0,72.0,0.0
8.600383815420413,780.0,92.0,73.0,0.0
8.62021206620608,780.0,92.0,72.0,0.0
8.621159053774822,780.0,91.0,73.0,0.0
8.64827121127599,780.0,91.0,72.0,0.0
8.66193609789605,780.0,90.0,73.0,0.0
8.677785436680415,780.0,89.0,74.0,0.0
8.717395992660425,780.0,88.0,75.0,0.0
8.727168416171915,780.0,88.0,74.0,0.0
8.739460393065979,779.0,89.0,74.0,0.0
8.832350173049473,779.0,88.0,75.0,0.0
8.86167581379183,779.0,88.0,74.0,0.0
8.87423047645622,779.0,88.0,73.0,0.0
8.890159894657016,778.0,89.0,73.0,0.0
8.910472151472124,778.0,89.0,72.0,0.0
8.916478949247717,778.0,88.0,73.0,0.0
8.93211032179324,778.0,87.0,74.0,0.0
8.942576489543665,777.0,88.0,74.0,0.0
9.021415223005617,776.0,89.0,74.0,0.0
9.059359676666935,776.0,88.0,75.0,0.0
9.06219272246249,775.0,89.0,75.0,0.0
9.08431203453042,774.0,90.0,75.0,0.0
9.157715123639852,774.0,90.0,74.0,0.0
9.16706756464805,773.0,91.0,74.0,0.0
9.207167810600426,773.0,90.0,75.0,0.0
9.232382640143564,773.0,90.0,74.0,0.0
9.243421241726935,772.0,91.0,74.0,0.0
9.34633331948936,772.0,91.0,73.0,0.0
9.359729909929303,771.0,92.0,73.0,0.0
9.36851743357883,771.0,92.0,72.0,0.0
9.477289745031063,771.0,91.0,73.0,0.0
9.483355259797156,771.0,91.0,72.0,0.0
9.48645736812972,770.0,92.0,72.0,0.0
9.489029096242414,770.0,91.0,73.0,0.0
9.507264168445197,770.0,90.0,74.0,0.0
9.507569001655362,770.0,90.0,73.0,0.0
9.556130078644703,770.0,89.0,74.0,0.0
9.571897392179968,770.0,88.0,75.0,0.0
9.624824851274973,769.0,89.0,75.0,0.0
9.633655911457371,769.0,88.0,76.0,0.0
9.641239049164824,768.0,89.0,76.0,0.0
9.655037906986356,767.0,90.0,76.0,0.0
9.680371577874658,767.0,89.0,77.0,0.0
9.6984992441913,766.0,90.0,77.0,0.0
9.704291385552152,766.0,90.0,76.0,0.0
9.71986620858897,766.0,89.0,77.0,0.0
9.755306491765856,765.0,90.0,77.0,0.0
9.796522005619337,765.0,89.0,78.0,0.0
9.801383890793126,765.0,88.0,79.0,0.0
9.834133398151144,764.0,89.0,79.0,0.0
9.839530241984429,764.0,88.0,80.0,0.0
9.847590020987393,763.0,89.0,80.0,0.0
9.86671198531858,762.0,90.0,80.0,0.0
9.89905182161368,762.0,90.0,79.0,0.0
9.910682134762258,762.0,89.0,80.0,0.0
9.924902487138226,761.0,90.0,80.0,0.0
9.944119906537688,761.0,89.0,81.0,0.0
9.952405880313961,760.0,90.0,81.0,0.0
9.966427878070405,759.0,91.0,81.0,0.0
9.975475268730856,759.0,91.0,80.0,0.0
9.991575232691574,759.0,90.0,81.0,0.0
10.01451493580887,758.0,91.0,81.0,0.0
10.034618019557865,758.0,90.0,82.0,0.0
10.049342475288686,757.0,91.0,82.0,0.0
10.049829484596478,756.0,92.0,82.0,0.0
10.08913008008832,756.0,91.0,83.0,0.0
10.15693901612496,755.0,92.0,83.0,0.0
10.189328089044789,754.0,93.0,83.0,0.0
10.192212275677536,754.0,92.0,84.0,0.0
10.218295053701182,753.0,93.0,84.0,0.0
10.25824374723102,753.0,93.0,83.0,0.0
10.259132503936932,753.0,92.0,84.0,0.0
10.268499759252702,752.0,93.0,84.0,0.0
10.282916181324937,751.0,94.0,84.0,0.0
10.306256647477845,750.0,95.0,84.0,0.0
10.351864584048528,750.0,94.0,85.0,0.0
10.363693576470723,750.0,93.0,86.0,0.0
10.405329162729858,750.0,93.0,85.0,0.0
10.406008057407313,749.0,94.0,85.0,0.0
10.416576807057941,748.0,95.0,85.0,0.0
10.443521486123936,748.0,95.0,84.0,0.0
10.514683185341518,747.0,96.0,84.0,0.0
10.56026239366315,746.0,97.0,84.0,0.0
10.57236528893331,746.0,96.0,85.0,0.0
10.614647137352545,746.0,95.0,86.0,0.0
10.629622538779957,746.0,94.0,87.0,0.0
10.669056327068247,745.0,95.0,87.0,0.0
10.732397646506588,744.0,96.0,87.0,0.0
10.766222360733122,744.0,95.0,88.0,0.0
10.79430779237065,744.0,94.0,89.0,0.0
10.798629734870408,743.0,95.0,89.0,0.0
10.836048084761456,743.0,94.0,90.0,0.0
10.836306827820142,743.0,94.0,89.0,0.0
10.855381467055505,743.0,93.0,90.0,0.0
10.890350356448884,743.0,93.0,89.0,0.0
10.90182051358111,742.0,94.0,89.0,0.0
10.923249140001415,741.0,95.0,89.0,0.0
10.92325389534398,741.0,94.0,90.0,0.0
10.95484155258188,741.0,93.0,91.0,0.0
10.955448109183436,740.0,94.0,91.0,0.0
10.980337224246357,739.0,95.0,91.0,0.0
10.985653200444125,739.0,95.0,90.0,0.0
10.985841205989862,739.0,94.0,91.0,0.0
10.988735519964722,739.0,93.0,92.0,0.0
11.027200148046738,738.0,94.0,92.0,0.0
11.050024672999069,738.0,94.0,91.0,0.0
11.079883487935358,738.0,94.0,90.0,0.0
11.092439184317808,737.0,95.0,90.0,0.0
11.109421948982115,737.0,95.0,89.0,0.0
11.19733287358454,737.0,95.0,88.0,0.0
11.206359503521721,737.0,94.0,89.0,0.0
11.210436394113115,737.0,93.0,90.0,0.0
11.2447566035616,736.0,94.0,90.0,0.0
11.246881559647855,736.0,94.0,89.0,0.0
11.247408454338846,735.0,95.0,89.0,0.0
11.28368699957789,735.0,94.0,90.0,0.0
11.303783646447203,734.0,95.0,90.0,0.0
11.307598657850669,734.0,94.0,91.0,0.0
11.329787647352283,733.0,95.0,91.0,0.0
11.372706715072043,732.0,96.0,91.0,0.0
11.432984187941498,731.0,97.0,91.0,0.0
11.436926020772889,730.0,98.0,91.0,0.0
11.47128390563381,729.0,99.0,91.0,0.0
11.477121280743209,729.0,98.0,92.0,0.0
11.497298186204976,728.0,99.0,92.0,0.0
11.576150422055754,728.0,99.0,91.0,0.0
11.588573812704174,727.0,100.0,91.0,0.0
11.596514987145452,727.0,99.0,92.0,0.0
11.625417571859481,727.0,99.0,91.0,0.0
11.663403784632692,727.0,99.0,90.0,0.0
11.688119117467409,727.0,99.0,89.0,0.0
11.708443036520361,727.0,99.0,88.0,0.0
11.709748287133491,726.0,100.0,88.0,0.0
11.731587600196857,725.0,101.0,88.0,0.0
11.734649285637111,724.0,102.0,88.0,0.0
11.7393438162677,724.0,101.0,89.0,0.0
11.756157848412219,724.0,101.0,88.0,0.0
11.756341529100045,724.0,101.0,87.0,0.0
11.770571220349304,723.0,102.0,87.0,0.0
11.782161905063205,723.0,102.0,86.0,0.0
11.793771758655827,723.0,101.0,87.0,0.0
11.885891666441289,723.0,101.0,86.0,0.0
11.886670886033148,722.0,102.0,86.0,0.0
11.889890273769224,721.0,103.0,86.0,0.0
11.893253851146474,721.0,102.0,87.0,0.0
11.916457173772482,721.0,101.0,88.0,0.0
11.932923428655931,720.0,102.0,88.0,0.0
11.93552900528697,719.0,103.0,88.0,0.0
11.966400382617364,718.0,104.0,88.0,0.0
11.977694956274496,717.0,105.0,88.0,0.0
11.998383834118789,716.0,106.0,88.0,0.0
12.000684920856651,716.0,105.0,89.0,0.0
12.008143348253029,716.0,105.0,88.0,0.0
12.024035523941267,716.0,105.0,87.0,0.0
12.025810930454055,716.0,104.0,88.0,0.0
12.026389002853605,715.0,105.0,88.0,0.0
12.05961512358492,715.0,105.0,87.0,0.0
12.07137697312138,715.0,105.0,86.0,0.0
12.078869905844646,715.0,104.0,87.0,0.0
12.119745396148655,715.0,104.0,86.0,0.0
12.145393684596907,714.0,105.0,86.0,0.0
12.154493525858893,714.0,105.0,85.0,0.0
12.157239869346032,714.0,104.0,86.0,0.0
12.187699690088063,714.0,103.0,87.0,0.0
12.198844999907216,713.0,104.0,87.0,0.0
12.211795788439648,713.0,104.0,86.0,0.0
12.237775929343185,712.0,105.0,86.0,0.0
12.24123702400176,712.0,104.0,87.0,0.0
12.284506372778575,711.0,105.0,87.0,0.0
12.315307006311043,711.0,104.0,88.0,0.0
12.334551823318298,711.0,103.0,89.0,0.0
12.34980540679763,711.0,102.0,90.0,0.0
12.360788894750359,711.0,101.0,91.0,0.0
12.370359887209386,711.0,101.0,90.0,0.0
12.388995124130652,711.0,101.0,89.0,0.0
12.394541876053893,711.0,100.0,90.0,0.0
12.486888847438845,711.0,100.0,89.0,0.0
12.492225905020973,711.0,99.0,90.0,0.0
12.522418780643623,711.0,98.0,91.0,0.0
12.52987031871392,710.0,99.0,91.0,0.0
12.53084087977515,709.0,100.0,91.0,0.0
12.53491605926409,708.0,101.0,91.0,0.0
12.538383374329594,707.0,102.0,91.0,0.0
12.595771494556885,707.0,101.0,92.0,0.0
12.607551573100258,707.0,100.0,93.0,0.0
12.61197380642285,707.0,100.0,92.0,0.0
12.647834346666812,706.0,101.0,92.0,0.0
12.649782766225721,706.0,100.0,93.0,0.0
12.651662954934949,706.0,99.0,94.0,0.0
12.669559112923983,706.0,98.0,95.0,0.0
12.680407305576846,706.0,98.0,94.0,0.0
12.686497455079493,706.0,97.0,95.0,0.0
12.69630125290717,706.0,96.0,96.0,0.0
12.719559617558822,706.0,95.0,97.0,0.0
12.7255670221142,706.0,94.0,98.0,0.0
12.736484277077315,706.0,93.0,99.0,0.0
12.751374283876778,706.0,92.0,100.0,0.0
12.767317709367621,706.0,91.0,101.0,0.0
12.775797307896084,705.0,92.0,101.0,0.0
12.792810475815735,705.0,91.0,102.0,0.0
